Column1,INDEX,TARGET_WINS,TEAM_BATTING_H,TEAM_BATTING_2B,TEAM_BATTING_3B,TEAM_BATTING_HR,TEAM_BATTING_BB,TEAM_BATTING_SO,TEAM_BASERUN_SB,TEAM_BASERUN_CS,TEAM_BATTING_HBP,TEAM_PITCHING_H,TEAM_PITCHING_HR,TEAM_PITCHING_BB,TEAM_PITCHING_SO,TEAM_FIELDING_E,TEAM_FIELDING_DP,TEAM_BATTING_1B,log_TEAM_BATTING_1B,log_TEAM_BATTING_3B,log_TEAM_BASERUN_SB,log_TEAM_BASERUN_CS,log_TEAM_BATTING_2B,log_TEAM_BATTING_HR,log_TEAM_PITCHING_HR,log_TEAM_PITCHING_H,log_TEAM_FIELDING_E,sqrt_TEAM_PITCHING_HR,SB_PCT
119,130,96,1544,288,52,101,710,568,46,34,58,1635,107,752,601,151,140,1103,7.005789019,3.951243719,3.828641396,3.526360525,5.66296048,-4.615120517,9.345657669,7.399398083,5.017279837,10.34408043,0.575
120,131,79,1447,259,35,108,720,690,29,120,58,1522,114,757,726,157,151,1045,6.951772164,3.555348061,3.36729583,4.787491743,5.556828062,-4.682131227,9.472396897,7.327780538,5.056245805,10.67707825,0.194630872
121,132,87,1484,259,38,156,647,648,75,165.1388889,58,1561,164,681,682,191,154,1031,6.938284484,3.63758616,4.317488114,5.106786871,5.556828062,-5.049856007,10.19973286,7.353081921,5.252273428,12.80624847,0.31231926
122,133,80,1457,246,39,137,594,649,84,36,58,1533,144,625,683,153,165,1035,6.942156706,3.663561646,4.430816799,3.583518938,5.505331536,-4.919980926,9.939626599,7.334981879,5.030437921,12,0.7
123,134,68,1281.5,198,33,116,511,753,61,36,58,1361,123,541,797,162,151,934.5,6.840011627,3.496507561,4.110873864,3.583518938,5.288267031,-4.753590191,9.624368711,7.215975003,5.087596335,11.09053651,0.628865979
124,136,94,1467,228,43,146,495,651,57,33,58,1543,154,521,685,122,180,1050,6.956545443,3.761200116,4.043051268,3.496507561,5.429345629,-4.983606622,10.0739052,7.341483852,4.804021045,12.40967365,0.633333333
125,137,89,1449,230,58,191,530,773,44,28,58,1524,201,558,813,160,163,970,6.877296071,4.060443011,3.784189634,3.33220451,5.438079309,-5.252273428,10.60660982,7.329093736,5.075173815,14.17744688,0.611111111
126,139,100,1545,232,65,209,485,767,37,17,58,1625,220,510,807,126,182,1039,6.946013991,4.17438727,3.610917913,2.833213344,5.446737372,-5.342334252,10.78725509,7.393263095,4.836281907,14.83239697,0.685185185
127,141,89,1481,224,37,184,507,794,43,15,58,1538,191,527,1092,128,143,1036,6.943122423,3.610917913,3.761200116,2.708050201,5.411646052,-5.214935758,10.50454686,7.33823815,4.852030264,13.82027496,0.74137931
128,142,93,1465,208,50,179,487,834,73,39,58,1541,188,512,1092,146,144,1028,6.935370446,3.912023005,4.290459441,3.663561646,5.33753808,-5.187385806,10.47288393,7.340186835,4.983606622,13.7113092,0.651785714
129,143,87,1436,209,36,198,562,926,74,45,58,1511,208,591,1092,117,160,993,6.900730664,3.583518938,4.304065093,3.80666249,5.342334252,-5.288267031,10.67507616,7.320526962,4.762173935,14.4222051,0.621848739
130,144,86,1376,204,38,181,581,975,57,27,58,1376,181,581,1092,123,154,953,6.859614904,3.63758616,4.043051268,3.295836866,5.318119994,-5.198497031,10.39699406,7.226936018,4.812184355,13.45362405,0.678571429
131,145,84,1345,204,39,139,525,954,75,52,58,1345,139,525,1092,129,161,963,6.870053412,3.663561646,4.317488114,3.951243719,5.318119994,-4.934473933,9.868947866,7.204149292,4.859812404,11.78982612,0.590551181
132,146,88,1522,274,32,159,486,825,53,41,58,1522,159,486,1092,143,139,1057,6.963189986,3.465735903,3.970291914,3.713572067,5.613128106,-5.068904202,10.1378084,7.327780538,4.96284463,12.60952021,0.563829787
133,147,86,1419,243,28,196,408,976,64,37,58,1419,196,408,1092,140,145,952,6.858565035,3.33220451,4.158883083,3.610917913,5.493061443,-5.278114659,10.55622932,7.257707677,4.941642423,14,0.633663366
134,148,85,1476,220,32,207,512,913,59,47,58,1476,207,512,1092,154,139,1017,6.924612396,3.465735903,4.077537444,3.850147602,5.393627546,-5.332718793,10.66543759,7.297091005,5.036952602,14.38749457,0.556603774
135,149,77,1307,191,29,158,512,947,55,45,58,1307,158,512,1092,138,148,929,6.834108739,3.36729583,4.007333185,3.80666249,5.252273428,-5.062595033,10.12519007,7.175489714,4.927253685,12.56980509,0.55
136,150,81,1399,179,31,80,414,782,83,44,58,1399,80,414,782,125,139,1109,7.011213987,3.433987204,4.418840608,3.784189634,5.187385806,-4.382026635,8.764053269,7.243512975,4.828313737,8.94427191,0.653543307
137,152,76,1495,215,24,160,522,736,58,34,58,1495,160,522,736,140,118,1096,6.999422468,3.17805383,4.060443011,3.526360525,5.370638028,-5.075173815,10.15034763,7.309881486,4.941642423,12.64911064,0.630434783
138,154,74,1434,196,18,151,560,810,49,37,58,1508,159,589,1092,164,137,1069,6.974478911,2.890371758,3.891820298,3.610917913,5.278114659,-5.017279837,10.1378084,7.318539549,5.099866428,12.60952021,0.569767442
139,155,76,1506,220,34,207,612,875,85,40,58,1515,208,616,1092,167,143,1045,6.951772164,3.526360525,4.442651256,3.688879454,5.393627546,-5.332718793,10.67507616,7.323170718,5.117993812,14.4222051,0.68
140,156,88,1375,202,37,120,571,772,72,44,58,1375,120,571,772,132,161,1016,6.923628628,3.610917913,4.276666119,3.784189634,5.308267697,-4.787491743,9.574983486,7.22620901,4.882801923,10.95445115,0.620689655
141,157,67,1331,180,28,108,546,764,55,38,58,1339,109,549,769,176,148,1015,6.922643891,3.33220451,4.007333185,3.63758616,5.192956851,-4.682131227,9.382695764,7.199678346,5.170483995,10.44030651,0.591397849
142,158,70,1309,170,30,82,589,811,74,61,58,1309,82,589,811,167,151,1027,6.93439721,3.401197382,4.304065093,4.110873864,5.135798437,-4.406719247,8.813438495,7.177018766,5.117993812,9.055385138,0.548148148
143,159,61,1404,218,20,139,537,876,82,53,58,1404,139,537,1092,175,127,1027,6.93439721,2.995732274,4.406719247,3.970291914,5.384495063,-4.934473933,9.868947866,7.247080585,5.164785974,11.78982612,0.607407407
144,160,69,1313,191,39,123,550,874,90,65,58,1313,123,550,1092,153,126,960,6.866933284,3.663561646,4.49980967,4.17438727,5.252273428,-4.812184355,9.624368711,7.180069874,5.030437921,11.09053651,0.580645161
145,161,67,1406,223,28,128,496,828,99,51,58,1424,130,502,1092,185,141,1027,6.93439721,3.33220451,4.59511985,3.931825633,5.407171771,-4.852030264,9.735068901,7.261225092,5.220355825,11.40175425,0.66
146,162,82,1360,227,22,145,437,905,73,52,58,1368,146,440,1092,163,157,966,6.873163834,3.091042453,4.290459441,3.951243719,5.424950017,-4.976733742,9.967213243,7.221105098,5.093750201,12.08304597,0.584
147,163,76,1354,226,34,98,491,825,150,60,58,2057.5,150,750,1092,156,142,996,6.903747258,3.526360525,5.010635294,4.094344562,5.420534999,-4.584967479,10.02127059,7.629246933,5.049856007,12.24744871,0.714285714
148,164,89,1411,215,22,146,554,869,151,77,58,1411,146,554,1092,137,186,1028,6.935370446,3.091042453,5.017279837,4.343805422,5.370638028,-4.983606622,9.967213243,7.252053952,4.919980926,12.08304597,0.662280702
149,165,88,1489,218,45,130,582,847,146,88,58,1489,130,582,1092,137,176,1096,6.999422468,3.80666249,4.983606622,4.477336814,5.384495063,-4.86753445,9.735068901,7.305860033,4.919980926,11.40175425,0.623931624
150,166,80,1338,234,27,111,555,896,140,85,58,1338,111,555,1092,139,153,966,6.873163834,3.295836866,4.941642423,4.442651256,5.455321115,-4.709530201,9.419060403,7.198931241,4.934473933,10.53565375,0.622222222
151,167,66,1359,213,28,126,553,849,72,52,58,1359,126,553,1092,159,197,992,6.899723107,3.33220451,4.276666119,3.951243719,5.361292166,-4.836281907,9.672563814,7.214504414,5.068904202,11.22497216,0.580645161
152,168,72,1356,242,24,139,541,910,94,76,58,1364,140,544,1092,142,182,951,6.857514063,3.17805383,4.543294782,4.33073334,5.488937726,-4.934473933,9.883284845,7.218176838,4.955827058,11.83215957,0.552941176
153,169,69,1410,286,24,153,645,839,136,68,58,1419,154,649,1092,117,171,947,6.853299093,3.17805383,4.912654886,4.219507705,5.655991811,-5.030437921,10.0739052,7.257707677,4.762173935,12.40967365,0.666666667
154,170,55,1335,231,28,97,437,859,96,70,58,1352,98,442,1092,153,140,979,6.886531643,3.33220451,4.564348191,4.248495242,5.442417711,-4.574710979,9.169934957,7.209340257,5.030437921,9.899494937,0.578313253
155,172,65,1376,263,26,162,473,1010,92,55,58,1376,162,473,1092,158,133,925,6.829793738,3.258096538,4.521788577,4.007333185,5.572154032,-5.087596335,10.17519267,7.226936018,5.062595033,12.72792206,0.62585034
156,173,94,1407,255,30,141,563,906,165,76,58,1407,141,563,1092,138,122,981,6.88857246,3.401197382,5.105945474,4.33073334,5.541263545,-4.94875989,9.897519781,7.249215057,4.927253685,11.87434209,0.684647303
157,174,98,1391,223,48,138,493,924,126,60,58,1391,138,493,1092,109,121,982,6.889591308,3.871201011,4.836281907,4.094344562,5.407171771,-4.927253685,9.85450737,7.237778192,4.691347882,11.74734012,0.677419355
158,175,104,1444,239,29,169,560,946,125,48,58,1444,169,560,1092,108,146,1007,6.914730893,3.36729583,4.828313737,3.871201011,5.476463552,-5.129898715,10.25979743,7.275172319,4.682131227,13,0.722543353
159,176,97,1465,281,26,195,536,949,68,44,58,2057.5,277,762,1092,115,121,963,6.870053412,3.258096538,4.219507705,3.784189634,5.638354669,-5.272999559,11.24803501,7.629246933,4.744932128,16.64331698,0.607142857
160,177,101,1352,236,30,189,585,1050,82,48,58,1521,213,658,1092,113,127,897,6.799055862,3.401197382,4.406719247,3.871201011,5.463831805,-5.241747015,10.72258433,7.327123292,4.727387819,14.59451952,0.630769231
161,178,96,1514,264,28,197,530,1032,83,43,58,1514,197,530,1092,130,143,1025,6.932447892,3.33220451,4.418840608,3.761200116,5.575949103,-5.283203729,10.56640746,7.322510434,4.86753445,14.03566885,0.658730159
162,179,101,1490,268,37,174,597,1160,108,58,58,1490,174,597,1092,114,136,1011,6.918695219,3.610917913,4.682131227,4.060443011,5.590986981,-5.159055299,10.3181106,7.306531399,4.736198448,13.19090596,0.65060241
163,180,106,1489,297,26,215,548,1062,98,43,58,1489,215,548,1092,91,139,951,6.857514063,3.258096538,4.584967479,3.761200116,5.693732139,-5.370638028,10.74127606,7.305860033,4.510859507,14.6628783,0.695035461
164,181,103,1481,309,23,197,608,962,148,66,58,1481,197,608,1092,111,122,952,6.858565035,3.135494216,4.997212274,4.189654742,5.733341277,-5.283203729,10.56640746,7.300472814,4.709530201,14.03566885,0.691588785
165,182,95,1490,274,26,179,595,1010,148,56,59,1490,179,595,1092,129,138,1011,6.918695219,3.258096538,4.997212274,4.025351691,5.613128106,-5.187385806,10.37477161,7.306531399,4.859812404,13.37908816,0.725490196
166,183,88,1432,263,24,174,493,1039,85,46,45,1432,174,493,1092,103,133,971,6.878326468,3.17805383,4.442651256,3.828641396,5.572154032,-5.159055299,10.3181106,7.266827348,4.634728988,13.19090596,0.648854962
167,185,101,1608,321,31,235,545,933,68,22,49,1608,235,545,1092,121,166,1021,6.928537818,3.433987204,4.219507705,3.091042453,5.771441123,-5.459585514,10.91917103,7.38274645,4.795790546,15.32970972,0.755555556
168,186,96,1503,304,37,178,587,1158,86,32,59,1503,178,587,1092,116,171,984,6.891625897,3.610917913,4.454347296,3.465735903,5.717027701,-5.18178355,10.3635671,7.31521839,4.753590191,13.34166406,0.728813559
169,187,90,1453,308,37,184,534,1084,92,32,45,1453,184,534,1092,86,170,924,6.828712072,3.610917913,4.521788577,3.465735903,5.730099783,-5.214935758,10.42987152,7.281385664,4.454347296,13.56465997,0.741935484
170,188,79,1510,312,26,222,526,1169,52,35,52,1510,222,526,1092,99,146,950,6.856461985,3.258096538,3.951243719,3.555348061,5.743003188,-5.402677382,10.80535476,7.31986493,4.59511985,14.89966443,0.597701149
171,189,57,1478,227,78,31,384,454,208,119.5833333,58,1748,37,454,537,500,125,1142,7.04053639,4.356708827,5.33753808,4.784013478,5.424950017,-3.433987204,7.221835825,7.466227556,6.295266001,6.08276253,0.634952938
172,190,93,1494,248,73,35,444,390,163,165.1388889,58,1780,42,529,465,326,145,1138,7.037027615,4.290459441,5.093750201,5.106786871,5.513428746,-3.555348061,7.475339237,7.484368643,5.786897381,6.480740698,0.496740879
173,191,76,1320,193,79,14,316,628,118,119.5833333,58,1538,16,368,732,312,110,1034,6.941190055,4.369447852,4.770684624,4.784013478,5.262690189,-2.63905733,5.545177444,7.33823815,5.743003188,4,0.496667836
174,192,69,1349,163,56,11,354,649,160,188.3333333,58,1438,12,377,692,285,83,1119,7.020190708,4.025351691,5.075173815,5.238213442,5.093750201,-2.397895273,4.9698133,7.271008538,5.65248918,3.464101615,0.459330144
175,194,83,1353,158,65,22,398,674.5406195,240,169.4444444,58,1471,24,433,1092,314,87,1108,7.010311867,4.17438727,5.480638923,5.132525112,5.062595033,-3.091042453,6.356107661,7.293697721,5.749392986,4.898979486,0.586160109
176,195,74,1411,164,67,11,394,732.1779179,153,164.4444444,58,1504,12,420,1092,284,103,1169,7.063903961,4.204692619,5.030437921,5.102572789,5.099866428,-2.397895273,4.9698133,7.315883505,5.648974238,3.464101615,0.481974099
177,196,88,1344,184,55,21,366,674.5406195,134,136.6666667,58,1432,22,390,1092,253,103,1084,6.988413182,4.007333185,4.8978398,4.917544871,5.214935758,-3.044522438,6.182084907,7.266827348,5.533389489,4.69041576,0.495073892
178,197,66,1281.5,125,49,11,357,686.910268,147,165.5555556,58,1342,12,386,1092,288,116,1096.5,6.999878568,3.891820298,4.990432587,5.109306822,4.828313737,-2.397895273,4.9698133,7.201916318,5.66296048,3.464101615,0.470316388
179,198,49,1281.5,138,63,13,437,722.1769255,178,158.8888889,58,1222,14,460,1092,405,119,1067.5,6.973074745,4.143134726,5.18178355,5.068205146,4.927253685,-2.564949357,5.278114659,7.10824414,6.003887067,3.741657387,0.528364116
180,199,48,1281.5,199,67,18,490,701.1222046,133,103.8888889,58,1354,19,522,1092,382,111,997.5,6.905252149,4.204692619,4.890349128,4.643321952,5.293304825,-2.890371758,5.888877958,7.210818453,5.945420609,4.358898944,0.561444653
181,200,56,1328,175,75,20,472,674.5406195,185,109.4444444,58,1397,21,497,1092,358,134,1058,6.964135612,4.317488114,5.220355825,4.695417064,5.164785974,-2.995732274,6.089044875,7.242082359,5.880532986,4.582575695,0.628301887
182,201,60,1281.5,190,77,19,482,814,221,118.8888889,58,1337,20,510,1092,319,132,995.5,6.903245124,4.343805422,5.398162702,4.77818935,5.247024072,-2.944438979,5.991464547,7.198183577,5.765191103,4.472135955,0.650212488
183,202,75,1314,196,79,18,448,914,247,119.5833333,58,1391,19,474,1092,336,121,1021,6.928537818,4.369447852,5.509388337,4.784013478,5.278114659,-2.890371758,5.888877958,7.237778192,5.81711116,4.358898944,0.673789498
184,203,66,1320,175,68,20,497,805,212,168,58,1389,21,523,1092,353,151,1057,6.963189986,4.219507705,5.356586275,5.123963979,5.164785974,-2.995732274,6.089044875,7.236339343,5.866468057,4.582575695,0.557894737
185,204,83,1328,190,53,15,660,673,246,123.8888889,58,1397,16,694,708,261,126,1070,6.975413927,3.970291914,5.505331536,4.819385107,5.247024072,-2.708050201,5.545177444,7.242082359,5.564520407,4,0.665064584
186,205,60,1315,193,66,16,426,568,165,103.8888889,58,1383,17,448,598,296,146,1040,6.946975992,4.189654742,5.105945474,4.643321952,5.262690189,-2.772588722,5.666426688,7.232010332,5.690359454,4.123105626,0.613636364
187,206,77,1381,202,53,7,527,451,183,83.88888889,58,2057.5,9,700,599,252,114,1119,7.020190708,3.970291914,5.209486153,4.429493172,5.308267697,-1.945910149,4.394449155,7.629246933,5.529429088,3,0.685678601
188,207,78,1438,218,85,36,456,516,86,77.22222222,58,1676,42,531,601,249,114,1099,7.002155954,4.442651256,4.454347296,4.346687268,5.384495063,-3.583518938,7.475339237,7.424165281,5.517452896,6.480740698,0.52688904
189,208,80,1748,295,88,53,452,359,125,84,58,2057.5,56,479,380,245,126,1312,7.17930797,4.477336814,4.828313737,4.430816799,5.686975356,-3.970291914,8.050703381,7.629246933,5.501258211,7.483314774,0.598086124
190,209,85,1741,259,112,70,434,428,97,75,58,2057.5,74,457,450,236,134,1300,7.170119543,4.718498871,4.574710979,4.317488114,5.556828062,-4.248495242,8.608130186,7.629246933,5.463831805,8.602325267,0.563953488
191,210,98,1781,306,99,103,498,401,139,77,58,2057.5,108,524,422,206,166,1273,7.149131599,4.59511985,4.934473933,4.343805422,5.723585102,-4.634728988,9.364262454,7.629246933,5.327876169,10.39230485,0.643518519
192,211,79,1587,264,66,87,471,451,68,58,58,1691,93,502,481,188,155,1170,7.064759028,4.189654742,4.219507705,4.060443011,5.575949103,-4.465908119,9.065198986,7.433075349,5.236441963,9.643650761,0.53968254
193,212,79,1645,284,66,71,496,372,91,91,58,1753,76,529,396,188,150,1224,7.109879463,4.189654742,4.510859507,4.510859507,5.648974238,-4.262679877,8.661466681,7.469083885,5.236441963,8.717797887,0.5
194,214,65,1524,266,82,76,460,489,65,75,58,1603,80,484,514,240,176,1100,7.003065459,4.406719247,4.17438727,4.317488114,5.583496309,-4.33073334,8.764053269,7.379632153,5.480638923,8.94427191,0.464285714
195,215,62,1525,277,62,58,469,445,96,70,58,1615,61,497,471,263,176,1128,7.028201432,4.127134385,4.564348191,4.248495242,5.624017506,-4.060443011,8.221747728,7.387090236,5.572154032,7.810249676,0.578313253
196,216,86,1505,290,80,66,576,504,80,45,58,1583,69,606,530,194,154,1069,6.974478911,4.382026635,4.382026635,3.80666249,5.669880923,-4.189654742,8.468213009,7.36707706,5.267858159,8.306623863,0.64
197,218,67,1489,304,70,79,523,579,98,75,58,1566,83,550,609,199,160,1036,6.943122423,4.248495242,4.584967479,4.317488114,5.717027701,-4.369447852,8.837681216,7.356279877,5.293304825,9.110433579,0.566473988
198,219,66,1531,302,65,80,513,610,77,84,58,1611,84,540,642,243,168,1084,6.988413182,4.17438727,4.343805422,4.430816799,5.710427017,-4.382026635,8.861633598,7.384610383,5.493061443,9.16515139,0.47826087
199,220,66,1580,288,73,70,533,555,73,65,58,1662,74,561,584,197,164,1149,7.046647278,4.290459441,4.290459441,4.17438727,5.66296048,-4.248495242,8.608130186,7.415776975,5.283203729,8.602325267,0.528985507
200,221,59,1434,262,69,69,558,597,77,64,58,1538,74,599,640,161,174,1034,6.941190055,4.234106505,4.343805422,4.158883083,5.568344504,-4.234106505,8.608130186,7.33823815,5.081404365,8.602325267,0.546099291
201,222,71,1510,269,63,66,548,673,46,33,58,1609,70,584,717,199,171,1112,7.013915475,4.143134726,3.828641396,3.496507561,5.59471138,-4.189654742,8.496990484,7.383368147,5.293304825,8.366600265,0.582278481
202,223,69,1541,310,54,78,632,598,48,27,58,1642,83,674,637,198,147,1099,7.002155954,3.988984047,3.871201011,3.295836866,5.736572297,-4.356708827,8.837681216,7.40367029,5.288267031,9.110433579,0.64
203,224,61,1601,319,70,84,666,668,66,21,58,1706,90,710,712,200,152,1128,7.028201432,4.248495242,4.189654742,3.044522438,5.765191103,-4.430816799,8.999619341,7.441906728,5.298317367,9.486832981,0.75862069
204,225,48,1655,344,46,75,541,536,32,28,58,1741,79,569,564,183,175,1190,7.081708586,3.828641396,3.465735903,3.33220451,5.840641657,-4.317488114,8.738895705,7.46221494,5.209486153,8.888194417,0.533333333
205,227,45,1528,255,53,96,588,637,50,40,58,1607,101,619,670,209,151,1124,7.02464903,3.970291914,3.912023005,3.688879454,5.541263545,-4.564348191,9.230241034,7.382124366,5.342334252,10.04987562,0.555555556
206,228,70,1497,292,61,124,585,675,54,42,58,1575,130,615,710,166,188,1020,6.927557906,4.110873864,3.988984047,3.737669618,5.676753802,-4.820281566,9.735068901,7.362010551,5.111987788,11.40175425,0.5625
207,229,74,1515,296,61,96,815,581,53,41,58,1594,101,693.5,611,159,164,1062,6.967909202,4.110873864,3.970291914,3.713572067,5.690359454,-4.564348191,9.230241034,7.374001859,5.068904202,10.04987562,0.563829787
208,231,77,1352,244,38,83,606,689,39,46,58,1441,88,646,734,162,135,987,6.894670039,3.63758616,3.663561646,3.828641396,5.497168225,-4.418840608,8.954673629,7.273092596,5.087596335,9.38083152,0.458823529
209,232,94,1397,235,47,76,559,635,46,35,58,1470,80,588,668,180,149,1039,6.946013991,3.850147602,3.828641396,3.555348061,5.459585514,-4.33073334,8.764053269,7.29301768,5.192956851,8.94427191,0.567901235
210,233,87,1397,231,40,68,536,595,27,33,58,1499,73,575,638,153,132,1058,6.964135612,3.688879454,3.295836866,3.496507561,5.442417711,-4.219507705,8.580918882,7.312553498,5.030437921,8.544003745,0.45
211,234,69,1420,231,48,88,489,750,24,37,58,1494,93,514,789,167,165,1053,6.959398512,3.871201011,3.17805383,3.610917913,5.442417711,-4.477336814,9.065198986,7.309212366,5.117993812,9.643650761,0.393442623
212,235,62,1302,199,55,95,613,698,73,52,58,1370,100,645,734,141,178,953,6.859614904,4.007333185,4.290459441,3.951243719,5.293304825,-4.553876892,9.210340372,7.222566019,4.94875989,10,0.584
213,236,62,1523,266,66,67,612,606,67,47,58,1613,71,648,642,178,201,1124,7.02464903,4.189654742,4.204692619,3.850147602,5.583496309,-4.204692619,8.525359754,7.385851078,5.18178355,8.426149773,0.587719298
214,237,56,1369,224,32,123,664,736,40,41,58,1440,129,698,774,174,162,990,6.897704943,3.465735903,3.688879454,3.713572067,5.411646052,-4.812184355,9.719624809,7.272398393,5.159055299,11.35781669,0.49382716
